source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics,atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_classical_and_continuum_physics,atlas_fundamental_physics_quantum_physics,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_fundamental_physics_quantum_physics,atlas_fundamental_physics_relativity_and_gravitation,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_fundamental_physics_relativity_and_gravitation,atlas_fundamental_physics_particle_and_nuclear_physics,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics,atlas_fundamental_physics_statistical_and_nonlinear_physics,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_newtonian_mechanics,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_maxwell_equations,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
special_relativity,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
general_relativity,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
quantum_mechanics,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_bell_theorem,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_noether_theorem,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
quantum_field_theory,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_standard_model_of_particle_physics,atlas_fundamental_physics_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_quantum_gravity,atlas_fundamental_physics_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_neutrino_mass_ordering,atlas_fundamental_physics_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_dark_matter_direct_detection,atlas_fundamental_physics_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_matter_antimatter_asymmetry,atlas_fundamental_physics_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_fusion_plasma_confinement,atlas_fundamental_physics_domain,association,investigates,0.7,true,association,frontier watch
